,zip,county
25284,76853,ALBANY
25358,64108,ALBANY
25407,945749628,ALBANY
25492,945581326,ALBANY
25524,13635,ST LAWRENCE
25583,12602,DUTCHESS
25657,97119,ALBANY
25687,93908,ALBANY
25698,270287842,ALBANY
25713,980721976,ALBANY
25714,13017,MADISON
25720,13751,DELAWARE
25805,97352,ALBANY
25863,77808,ALBANY
25890,12194,SCHOHARIE
25895,959621000,ALBANY
25917,14729,CATTARAUGUS
25957,88310,ALBANY
25967,97405,ALBANY
26013,12515,ULSTER
26022,12923,CLINTON
26078,12852,ESSEX
26141,14518,ONTARIO
26160,78737,ALBANY
26189,12080,RENSSELAER
26222,120430087,SCHOHARIE
26242,95466,ALBANY
26248,14061,ERIE
26314,12789,SULLIVAN
26330,27947,ALBANY
26338,112209,KINGS
26438,14129,CATTARAUGUS
26491,12978,CLINTON
26512,14803,ALLEGANY
26514,97062,ALBANY
26556,12927,ST LAWRENCE
26574,934469345,ALBANY
26575,95404,ALBANY
26606,93923,ALBANY
26776,13797,BROOME
26790,94534,ALBANY
26807,12108,HAMILTON
26809,11794,SUFFOLK
26851,95423,ALBANY
26873,954488319,ALBANY
26939,12918,CLINTON
26956,13435,ONEIDA
26980,945620329,ALBANY
27029,11052,NASSAU
27047,13022,CAYUGA
27275,10118,NEW YORK
27284,229471802,ALBANY
27353,13155,CHENANGO
27470,14055,ERIE
27540,973710066,ALBANY
27549,97525,ALBANY
27622,97101,ALBANY
27668,14065,CATTARAUGUS
27682,14005,GENESEE
27710,93022,ALBANY
27721,12753,SULLIVAN
27804,19012,ALBANY
27817,13156,CAYUGA
27831,13788,DELAWARE
27929,13320,OTSEGO
27935,14404,ERIE
27981,945740308,ALBANY
27982,93101,ALBANY
27997,12131,SCHOHARIE
28002,08037,ALBANY
28006,971119566,ALBANY
28046,956699513,ALBANY
28047,95033,ALBANY
28084,12977,ESSEX
28085,12777,SULLIVAN
28181,95432,ALBANY
28197,95014,ALBANY
28337,945089607,ALBANY
28341,14816,CHEMUNG
28404,130351214,MADISON
28469,14873,STEUBEN
28470,993627156,ALBANY
28478,971110190,ALBANY
28504,98620,ALBANY
28528,12486,ULSTER
28534,12042,GREENE
28550,93933,ALBANY
28679,08551,ALBANY
28706,940287523,ALBANY
28772,122067,ALBANY
28780,10175,NEW YORK
28816,05855,ALBANY
28834,14748,CATTARAUGUS
28835,12460,GREENE
28843,13699,ST LAWRENCE
28849,12406,DELAWARE
28882,12788,SULLIVAN
29008,13833,BROOME
29027,97123,ALBANY
29076,993387337,ALBANY
29119,97338,ALBANY
29193,993505520,ALBANY
29206,99201,ALBANY
29226,934639766,ALBANY
29238,95336,ALBANY
29263,12523,COLUMBIA
29357,954013952,ALBANY
29384,13071,CAYUGA
29542,13632,JEFFERSON
29611,12028,RENSSELAER
29617,945159725,ALBANY
29619,95070,ALBANY
29713,240914033,ALBANY
29720,803012457,ALBANY
29742,05444,ALBANY
29789,114596,NASSAU
29851,986359302,ALBANY
29854,10103,NEW YORK
29878,95012,ALBANY
29946,136171463,ST LAWRENCE
29998,105894258,WESTCHESTER
30006,10931,ROCKLAND
30020,954726401,ALBANY
30059,934549678,ALBANY
30061,49686,ALBANY
30078,945730407,ALBANY
30083,14168,CATTARAUGUS
30102,972102055,ALBANY
30262,12138,RENSSELAER
30283,98831,ALBANY
30339,227252511,ALBANY
30456,123033107,SCHENECTADY
30469,57069,ALBANY
30508,13042,OSWEGO
30533,950068573,ALBANY
30577,97530,ALBANY
30718,10121,NEW YORK
30768,94599,ALBANY
30776,100143205,NEW YORK
30787,37014,ALBANY
30826,93637,ALBANY
30838,13163,MADISON
30864,12965,ST LAWRENCE
30923,20117,ALBANY
31023,95073,ALBANY
31050,12604,DUTCHESS
31065,13684,ST LAWRENCE
31085,954419627,ALBANY
31109,12762,SULLIVAN
31160,14782,CHAUTAUQUA
31165,98052,ALBANY
31178,14441,YATES
31243,95494,ALBANY
31274,10700,WESTCHESTER
31306,95253,ALBANY
31328,02652,ALBANY
31343,954520639,ALBANY
31344,13630,ST LAWRENCE
31365,14881,TOMPKINS
31366,95469,ALBANY
31407,655591071,ALBANY
31414,14880,ALLEGANY
31422,83714,ALBANY
31429,954489523,ALBANY
31447,945589708,ALBANY
31459,954488090,ALBANY
31473,08326,ALBANY
31563,10120,NEW YORK
31576,93930,ALBANY
31606,945159739,ALBANY
31609,945749544,ALBANY
31671,10105,NEW YORK
31672,14730,CATTARAUGUS
31688,993019711,ALBANY
31699,65041,ALBANY
31704,14720,CHAUTAUQUA
31721,12242,ALBANY
31748,971160490,ALBANY
31786,100011632,NEW YORK
31792,10151,NEW YORK
31872,13345,LEWIS
31886,13121,OSWEGO
31952,13433,LEWIS
31965,49408,ALBANY
31977,970312002,ALBANY
31991,945741611,ALBANY
32017,14808,STEUBEN
32058,14898,STEUBEN
32077,14144,RENSSELAER
32151,27295,ALBANY
32169,954219659,ALBANY
32212,13636,JEFFERSON
32302,145279554,YATES
32309,90049,ALBANY
32311,133270131,LEWIS
32326,93432,ALBANY
32327,13102,TOMPKINS
32346,95415,ALBANY
32437,22624,ALBANY
32509,97448,ALBANY
32518,12137,SCHENECTADY
32628,11556,NASSAU
32634,12727,SULLIVAN
32696,945749652,ALBANY
32697,95405,ALBANY
32720,11734,SUFFOLK
32897,945769715,ALBANY
32914,12072,MONTGOMERY
32948,13839,DELAWARE
32987,954660047,ALBANY
33129,971326572,ALBANY
33133,97392,ALBANY
33143,94567,ALBANY
33156,13028,OSWEGO
33200,95667,ALBANY
33220,14883,TIOGA
33342,951262796,ALBANY
33403,28458,ALBANY
33451,14170,ERIE
33541,94588,ALBANY
33600,119714673,SUFFOLK
33607,95656,ALBANY
33640,954762814,ALBANY
33720,129862410,FRANKLIN
33733,11584,NASSAU
33798,21915,ALBANY
33845,13843,CHENANGO
33902,934549548,ALBANY
33951,10111,NEW YORK
33965,14544,YATES
34096,10402,BRONX
34160,12429,ULSTER
34181,12722,SULLIVAN
34400,12130,COLUMBIA
34421,96785,ALBANY
34494,934410837,ALBANY
34505,971150280,ALBANY
34564,14756,CHAUTAUQUA
34810,48220,ALBANY
34834,971147219,ALBANY
34881,105503910,WESTCHESTER
34892,934469696,ALBANY
34911,934549600,ALBANY
34970,13244,ONONDAGA
35016,954722236,ALBANY
35040,13804,DELAWARE
35184,08534,ALBANY
35245,13810,OTSEGO
35276,954013814,ALBANY
35297,12886,WARREN
35374,92924,ALBANY
35408,13477,ONEIDA
35429,129831708,FRANKLIN
35430,993609710,ALBANY
35453,13847,DELAWARE
35514,954482061,ALBANY
35533,945159618,ALBANY
35578,94946,ALBANY
35637,993627400,ALBANY
35710,945712054,ALBANY
35764,12575,ORANGE
35797,95421,ALBANY
35808,12792,SULLIVAN
35829,13464,CHENANGO
35838,12765,SULLIVAN
35879,20176,ALBANY
35915,30533,ALBANY
35918,77043,ALBANY
35926,945730216,ALBANY
35956,78754,ALBANY
35989,980727912,ALBANY
36001,92025,ALBANY
36133,98903,ALBANY
36138,99353,ALBANY
36170,12841,WASHINGTON
36187,13777,BROOME
36210,956699507,ALBANY
36211,14461,ONTARIO
36215,128669441,SARATOGA
36254,22640,ALBANY
36258,954489662,ALBANY
36271,14135,CHAUTAUQUA
36293,54201,ALBANY
36326,229027873,ALBANY
36337,98951,ALBANY
36364,75771,ALBANY
36418,934352502,ALBANY
36453,11431,ALBANY
36494,129861437,FRANKLIN
36506,988161759,ALBANY
36574,14029,NIAGARA
36707,49674,ALBANY
36727,11708,SUFFOLK
36747,98953,ALBANY
36772,54235,ALBANY
36782,95030,ALBANY
36807,18066,ALBANY
36836,13806,DELAWARE
36885,12913,ESSEX
37135,12746,ORANGE
37178,13080,ONONDAGA
37195,13318,ONEIDA
37250,57745,ALBANY
37412,12856,WARREN
37536,12915,FRANKLIN
37548,49101,ALBANY
37705,94020,ALBANY
37723,12060,COLUMBIA
37772,100133802,NEW YORK
37911,78745,ALBANY
37920,105202922,WESTCHESTER
37954,14113,WYOMING
37963,12935,CLINTON
37983,103082021,RICHMOND
38002,12958,CLINTON
38058,12173,COLUMBIA
38068,12177,MONTGOMERY
38100,13775,DELAWARE
38176,13305,LEWIS
38239,12492,GREENE
38297,12475,ULSTER
38305,93003,ALBANY
38314,81526,ALBANY
38488,13641,JEFFERSON
38495,83501,ALBANY
38531,13680,ST LAWRENCE
38552,10903,ROCKLAND
38605,91355,ALBANY
38664,81321,ALBANY
38791,22923,ALBANY
38851,10503,WESTCHESTER
38944,141310236,NIAGARA
38952,94952,ALBANY
38978,111554,NASSAU
39001,97148,ALBANY
39082,37862,ALBANY
39225,14413,WAYNE
39400,44721,ALBANY
39696,14839,STEUBEN
39828,14897,ALLEGANY
39863,10104,NEW YORK
39924,20132,ALBANY
39934,13083,OSWEGO
39946,13094,ONONDAGA
39953,54562,ALBANY
40151,94124,ALBANY
40158,13734,TIOGA
40163,95407,ALBANY
40165,12494,ULSTER
40186,14083,WYOMING
40309,18013,ALBANY
40326,10165,NEW YORK
40373,95603,ALBANY
40416,14670,CATTARAUGUS
40533,10090,ORANGE
40577,12966,FRANKLIN
40631,22841,ALBANY
40651,148400458,STEUBEN
40653,11272,QUEENS
40819,10995,ROCKLAND
40841,117091619,NASSAU
40897,33030,ALBANY
40914,12849,WASHINGTON
40957,12483,ULSTER
41004,13841,CHENANGO
41138,13750,DELAWARE
41162,96760,ALBANY
41232,98290,ALBANY
41336,10176,NEW YORK
41375,13321,ONEIDA
41385,56320,ALBANY
41468,98042,ALBANY
41568,20124,ALBANY
41610,12537,DUTCHESS
41641,13611,JEFFERSON
41642,98034,ALBANY
41686,13146,WAYNE
41707,11759,SUFFOLK
41731,100168132,NEW YORK
41937,47404,ALBANY
41986,98673,ALBANY
42178,10692,ROCKLAND
42234,33707,ALBANY
42250,14951,WYOMING
42328,954031651,ALBANY
42377,14102,ERIE
42501,12956,ESSEX
42556,20106,ALBANY
42638,16509,ALBANY
42656,86322,ALBANY
42758,23950,ALBANY
42911,95742,ALBANY
42962,12250,ALBANY
42997,130579749,ONONDAGA
43049,95076,ALBANY
43077,23230,ALBANY
43197,80205,ALBANY
43213,10069,NEW YORK
43216,49450,ALBANY
43258,93463,ALBANY
43342,95454,ALBANY
43400,90058,ALBANY
43430,97060,ALBANY
43503,13418,MADISON
43536,10802,WESTCHESTER
43558,14146,ERIE
43669,120950045,FULTON
43683,95694,ALBANY
43687,92075,ALBANY
43708,10407,BRONX
43736,12489,ULSTER
43917,12482,GREENE
43971,97361,ALBANY
44113,12116,OTSEGO
44211,80027,ALBANY
44382,79404,ALBANY
44425,94130,ALBANY
44433,59802,ALBANY
44456,97520,ALBANY
44607,94070,ALBANY
44620,57701,ALBANY
44626,95307,ALBANY
44631,11957,SUFFOLK
44688,12870-725,ESSEX
44745,12815,WARREN
44837,97214,ALBANY
44848,14515,MONROE
44958,94566,ALBANY
45000,22949,ALBANY
45010,14058,GENESEE
45089,95354,ALBANY
45296,17545,ALBANY
45331,98816,ALBANY
45340,95826,ALBANY
45470,18428,ALBANY
45535,11775,SUFFOLK
45540,06073,ALBANY
45568,98110,ALBANY
45721,934467033,ALBANY
45799,11986,SUFFOLK
45814,10177,NEW YORK
45890,90031,ALBANY
45944,59875,ALBANY
45946,113779,QUEENS
46019,94956,ALBANY
46057,11522,NASSAU
46076,97007,ALBANY
46184,83607,ALBANY
46199,12427,GREENE
46219,98930,ALBANY
46297,98148,ALBANY
46302,97330,ALBANY
46410,91352,ALBANY
46605,13860,DELAWARE
46641,12751,SULLIVAN
46674,97424,ALBANY
46687,05478,ALBANY
46936,22940,ALBANY
46960,10272,NEW YORK
47124,12785,SULLIVAN
47164,21779,ALBANY
47284,129190117,CLINTON
47334,13355,MADISON
47363,95037,ALBANY
47410,14556,LIVINGSTON
47449,12837,WASHINGTON
47720,13665,JEFFERSON
47780,133502023,HERKIMER
47824,117631-20,SUFFOLK
47841,13303,ONEIDA
47892,10587,WESTCHESTER
47991,13742,DELAWARE
48163,24484,ALBANY
48288,12422,GREENE
48479,97202,ALBANY
48552,05482,ALBANY
48567,14784,CHAUTAUQUA
48576,22959,ALBANY
48660,12034,RENSSELAER
48718,104543307,BRONX
48827,95467,ALBANY
48834,14140,ERIE
48860,12045,ALBANY
48895,14056,GENESEE
48982,11439,QUEENS
49097,14836,LIVINGSTON
49108,13649,ST LAWRENCE
49233,14820,STEUBEN
49303,95618,ALBANY
49379,37205,ALBANY
49456,17502,ALBANY
49546,08242,ALBANY
49555,63332,ALBANY
49736,12435,ULSTER
49809,93002,ALBANY
49836,14139,ERIE
49842,114282017,QUEENS
49844,81212,ALBANY
49974,22645,ALBANY
49981,613,MONROE
50019,12023,ALBANY
50072,02360,ALBANY
50073,96092,ALBANY
