,zip,county
1851,14610,MONROE
1852,11978,SUFFOLK
1859,14712,CHAUTAUQUA
1862,11545,NASSAU
1864,12025,FULTON
1870,12078,FULTON
1871,10004,NEW YORK
1875,13208,ONONDAGA
1898,11727,SUFFOLK
1902,13316,ONEIDA
1905,13471,ONEIDA
1907,11369,QUEENS
1908,12446,ULSTER
1911,14847,SENECA
1916,12981,CLINTON
1925,13041,ONONDAGA
1928,12564,DUTCHESS
1929,13790,BROOME
1950,13606,JEFFERSON
1957,11798,SUFFOLK
1958,14125,GENESEE
1962,14564,ONTARIO
1963,12979,CLINTON
1983,14223,ERIE
1989,13478,ONEIDA
1993,10986,ROCKLAND
1994,12543,ORANGE
1997,14559,MONROE
1998,12768,SULLIVAN
2006,10075,NEW YORK
2008,11934,SUFFOLK
2010,12541,COLUMBIA
2021,11967,SUFFOLK
2022,14034,ERIE
2029,14203,ERIE
2045,13782,DELAWARE
2047,11576,NASSAU
2054,10962,ROCKLAND
2063,14895,ALLEGANY
2064,14480,LIVINGSTON
2066,13219,ONONDAGA
2072,13131,OSWEGO
2073,14031,ERIE
2075,13309,ONEIDA
2077,10312,RICHMOND
2079,12168,RENSSELAER
2086,14047,ERIE
2091,11021,NASSAU
2094,11596,NASSAU
2096,10507,WESTCHESTER
2102,13143,WAYNE
2104,11572,NASSAU
2105,11930,SUFFOLK
2114,14732,CHAUTAUQUA
2129,11548,NASSAU
2139,13202,ONONDAGA
2140,12547,ULSTER
2145,12054,ALBANY
2155,13439,OTSEGO
2157,10538,WESTCHESTER
2158,13135,OSWEGO
2164,11580,NASSAU
2166,20120,ALBANY
2170,94503,ALBANY
2197,14080,ERIE
2198,11932,SUFFOLK
2200,11429,QUEENS
2213,12122,SCHOHARIE
2218,12404,ULSTER
2221,13475,HERKIMER
2222,12027,SCHENECTADY
2236,10930,ORANGE
2237,14719,CATTARAUGUS
2242,129120069,CLINTON
2252,11569,NASSAU
2265,13410,MONTGOMERY
2284,12871,SARATOGA
2287,12413,GREENE
2295,10603,WESTCHESTER
2309,12529,COLUMBIA
2334,10033,NEW YORK
2335,14450,MONROE
2351,14469,ONTARIO
2357,11558,NASSAU
2358,14204,ERIE
2366,95436,ALBANY
2369,11788,SUFFOLK
2375,14614,MONROE
2377,11705,SUFFOLK
2378,12303,ALBANY
2390,112241805,KINGS
2392,13114,OSWEGO
2396,12501,DUTCHESS
2405,14612,MONROE
2412,11360,QUEENS
2413,14103,ORLEANS
2415,13340,HERKIMER
2430,13063,ONONDAGA
2454,11411,QUEENS
2457,14428,MONROE
2460,14585,ONTARIO
2463,12449,ULSTER
2492,12047,ALBANY
2512,11796,SUFFOLK
2517,13455,ONEIDA
2526,10577,WESTCHESTER
2538,14040,GENESEE
2544,14502,WAYNE
2547,14214,ERIE
2552,11780,SUFFOLK
2561,13033,CAYUGA
2575,11412,QUEENS
2581,11790,SUFFOLK
2583,14546,MONROE
2587,12814,WARREN
2603,13757,DELAWARE
2614,11436,QUEENS
2619,12170,SARATOGA
2625,11726,SUFFOLK
2636,12855,ESSEX
2666,10552,WESTCHESTER
2667,11769,SUFFOLK
2672,100133486,NEW YORK
2681,10983,ROCKLAND
2685,11516,NASSAU
2698,11416,QUEENS
2700,11732,NASSAU
2701,10920,ROCKLAND
2714,94559,ALBANY
2715,14169,ERIE
2732,144710125,ONTARIO
2759,14213,ERIE
2804,10987,ORANGE
2811,14831,STEUBEN
2812,12184,COLUMBIA
2820,14067,NIAGARA
2833,10606,WESTCHESTER
2859,10604,WESTCHESTER
2867,12480,ULSTER
2872,11939,SUFFOLK
2874,14411,ORLEANS
2888,12491,ULSTER
2900,14063,CHAUTAUQUA
2903,100241103,NEW YORK
2912,13203,ONONDAGA
2926,12410,ULSTER
2927,12912,CLINTON
2929,130210474,CAYUGA
2935,12095,FULTON
2938,11753,NASSAU
2944,112053922,KINGS
2946,13310,MADISON
2958,12159,ALBANY
2960,10473,BRONX
2966,11797,NASSAU
2974,14167,WYOMING
2982,13753,DELAWARE
2984,11730,SUFFOLK
2985,12041,ALBANY
2999,12831,SARATOGA
3005,12465,ULSTER
3008,11804,NASSAU
3028,97115,ALBANY
3031,10502,WESTCHESTER
3034,14519,WAYNE
3043,12833,SARATOGA
3059,14001,ERIE
3061,13416,HERKIMER
3064,12083,GREENE
3066,11747,SUFFOLK
3068,11770,SUFFOLK
3070,14534,MONROE
3074,12136,COLUMBIA
3076,12167,DELAWARE
3080,10547,WESTCHESTER
3084,93901,ALBANY
3092,11692,QUEENS
3099,14209,ERIE
3106,12883,ESSEX
3108,14433,WAYNE
3117,12522,DUTCHESS
3130,11213,KINGS
3150,12525,ULSTER
3154,13476,ONEIDA
3160,12015,GREENE
3161,14212,ERIE
3173,14810,STEUBEN
3174,10911,ROCKLAND
3175,11704,SUFFOLK
3185,13076,OSWEGO
3191,12106,COLUMBIA
3192,12204,ALBANY
3198,11766,SUFFOLK
3199,10994,ROCKLAND
3221,12524,DUTCHESS
3226,14785,CHAUTAUQUA
3230,13167,OSWEGO
3236,12839,WASHINGTON
3244,14173,CATTARAUGUS
3260,11952,SUFFOLK
3269,12832,WASHINGTON
3270,124012743,ULSTER
3304,10973,ORANGE
3319,13409,MADISON
3330,99216,ALBANY
3340,14823,STEUBEN
3368,12758,SULLIVAN
3369,10901,ROCKLAND
3370,11784,SUFFOLK
3371,10580,WESTCHESTER
3408,14430,MONROE
3415,14468,MONROE
3420,14568,WAYNE
3425,13673,JEFFERSON
3428,12521,COLUMBIA
3441,14750,CHAUTAUQUA
3445,12970,FRANKLIN
3450,14109,NIAGARA
3457,11239,KINGS
3470,12308,SCHENECTADY
3484,14826,STEUBEN
3487,109652427,ROCKLAND
3489,14418,YATES
3493,14737,CATTARAUGUS
3500,13403,ONEIDA
3542,14208,ERIE
3555,14423,LIVINGSTON
3557,44057,ALBANY
3558,14551,WAYNE
3574,12431,GREENE
3590,12943,ESSEX
3595,95449,ALBANY
3598,12910,CLINTON
3609,10560,WESTCHESTER
3611,10980,ROCKLAND
3629,10474,BRONX
3634,13165,SENECA
3644,14217,ERIE
3653,14882,TOMPKINS
3694,13073,TOMPKINS
3696,11023,NASSAU
3705,14572,STEUBEN
3715,13360,HAMILTON
3738,11964,SUFFOLK
3750,13493,OSWEGO
3758,12086,MONTGOMERY
3782,13495,ONEIDA
3786,12457,ULSTER
3789,11363,QUEENS
3791,12783,SULLIVAN
3799,11575,NASSAU
3800,14085,ERIE
3816,12434,DELAWARE
3818,12955,CLINTON
3827,13032,MADISON
3841,12920,FRANKLIN
3846,13428,MONTGOMERY
3859,11740,SUFFOLK
3881,11413,QUEENS
3892,134132194,ONEIDA
3894,13812,TIOGA
3906,13849,DELAWARE
3918,11433,QUEENS
3925,14059,ERIE
3927,100107418,NEW YORK
3963,97304,ALBANY
3984,12570,DUTCHESS
3994,12567,DUTCHESS
3998,14903,CHEMUNG
4013,13694,ST LAWRENCE
4039,13755,DELAWARE
4049,11980,SUFFOLK
4064,11976,SUFFOLK
4076,13452,MONTGOMERY
4079,14111,ERIE
4087,12307,SCHENECTADY
4093,94508,ALBANY
4126,103013701,RICHMOND
4130,12186,ALBANY
4134,13486,ONEIDA
4160,12974,ESSEX
4167,12059,ALBANY
4177,13652,ST LAWRENCE
4179,11694,QUEENS
4195,13778,CHENANGO
4220,12061,RENSSELAER
4240,12986,FRANKLIN
4242,13060,ONONDAGA
4244,11552,NASSAU
4270,14814,CHEMUNG
4287,11752,SUFFOLK
4313,12572,DUTCHESS
4315,14485,LIVINGSTON
4321,13315,OTSEGO
4324,10532,WESTCHESTER
4325,11598,NASSAU
4333,13733,CHENANGO
4362,11691,QUEENS
4364,95409,ALBANY
4395,12733,SULLIVAN
4400,12588,ULSTER
4403,128665306,SARATOGA
4430,109542028,ROCKLAND
4437,11716,SUFFOLK
4439,11557,NASSAU
4446,97456,ALBANY
4473,120431514,SCHOHARIE
4477,13302,OSWEGO
4479,12846,WARREN
4484,10519,WESTCHESTER
4488,95060,ALBANY
4489,12253,ORANGE
4492,13308,ONEIDA
4511,10588,WESTCHESTER
4525,14454,LIVINGSTON
4545,13141,CORTLAND
4600,142162734,ERIE
4617,12037,COLUMBIA
4630,14586,MONROE
4633,14171,CATTARAUGUS
4644,13468,OTSEGO
4664,10285,NEW YORK
4672,13637,JEFFERSON
4678,14613,MONROE
4679,97527,ALBANY
4722,94710,ALBANY
4730,100143730,NEW YORK
4738,12195,COLUMBIA
4745,11715,SUFFOLK
4754,13040,CORTLAND
4813,10988,ORANGE
4833,12941,ESSEX
4872,10505,WESTCHESTER
4894,12309,SCHENECTADY
4908,13605,JEFFERSON
4934,12470,GREENE
4951,12860,WARREN
4956,110012024,NASSAU
4966,11408,QUEENS
4980,12124,GREENE
4984,13077,CORTLAND
4987,13338,ONEIDA
4990,10280,NEW YORK
4992,12158,ALBANY
4995,94557,ALBANY
5011,12089,RENSSELAER
5026,10922,ORANGE
5035,13215,ONONDAGA
5046,125260321,COLUMBIA
5062,147799767,CATTARAUGUS
5064,14472,MONROE
5096,12903,CLINTON
5097,10917,ORANGE
5108,13619,JEFFERSON
5118,14822,ALLEGANY
5162,13672,ST LAWRENCE
5180,12019,SARATOGA
5181,13348,OTSEGO
5200,94028,ALBANY
5211,11697,QUEENS
5217,14530,WYOMING
5218,14215,ERIE
5238,14131,NIAGARA
5244,13036,OSWEGO
5246,13622,JEFFERSON
5259,14026,ERIE
5262,13454,HERKIMER
5268,13460,CHENANGO
5277,14786,ALLEGANY
5285,12166,MONTGOMERY
5309,10589,WESTCHESTER
5329,113602442,QUEENS
5340,14743,CATTARAUGUS
5371,13053,TOMPKINS
5383,145190428,WAYNE
5389,10969,ORANGE
5393,13064,CAYUGA
5412,13104,ONONDAGA
5418,10913,ROCKLAND
5426,14174,NIAGARA
5433,12589,ORANGE
5437,11789,SUFFOLK
5452,12721,ORANGE
5453,112033006,KINGS
5478,95482,ALBANY
5511,12759,SULLIVAN
5545,13802,BROOME
5563,12822,SARATOGA
5595,115772620,NASSAU
5604,10536,WESTCHESTER
5605,10607,WESTCHESTER
5643,110211219,NASSAU
5644,13424,ONEIDA
5654,13808,OTSEGO
5664,13746,CHENANGO
5674,10595,WESTCHESTER
5730,11953,SUFFOLK
5746,107041024,WESTCHESTER
5787,13052,MADISON
5801,14024,WYOMING
5803,11965,SUFFOLK
5826,10542,PUTNAM
5862,14514,MONROE
5878,12518,ORANGE
5879,13489,LEWIS
5918,12790,SULLIVAN
5922,11020,NASSAU
5930,11970,SUFFOLK
5954,12150,SCHENECTADY
5961,12565,COLUMBIA
5973,12809,WASHINGTON
6010,95612,ALBANY
6025,13164,ONONDAGA
6043,11323,KINGS
6086,12934,CLINTON
6087,14710,CHAUTAUQUA
6090,14755,CATTARAUGUS
6135,12484,ULSTER
6136,10533,WESTCHESTER
6185,14770,CATTARAUGUS
6196,11933,SUFFOLK
6226,14445,MONROE
6254,120202409,SARATOGA
6258,14747,CHAUTAUQUA
6260,10912,ORANGE
6271,10926,ORANGE
6287,12405,GREENE
6306,12548,ULSTER
6315,14511,MONROE
6341,10030,NEW YORK
6351,12143,ALBANY
6354,13160,CAYUGA
6371,11507,NASSAU
6372,12461,ULSTER
6422,12056,SCHENECTADY
6500,14033,ERIE
6506,12775,SULLIVAN
6522,13112,ONONDAGA
6610,12093,SCHOHARIE
6616,12916,FRANKLIN
6641,11959,SUFFOLK
6653,13745,BROOME
6700,12851,ESSEX
6746,11947,SUFFOLK
6748,10576,WESTCHESTER
6753,10958,ORANGE
6763,12443,ULSTER
6796,12068,MONTGOMERY
6812,142251411,ERIE
6819,14813,ALLEGANY
6836,12455,DELAWARE
6846,14525,GENESEE
6863,10548,WESTCHESTER
6894,12725,ULSTER
6930,13730,CHENANGO
6932,12526,COLUMBIA
6957,06359,ALBANY
6960,13132,OSWEGO
6965,12411,ULSTER
6978,13865,BROOME
7045,10707,WESTCHESTER
7059,13664,ST LAWRENCE
7084,10964,ROCKLAND
7120,12516,COLUMBIA
7121,10524,PUTNAM
7132,13801,CHENANGO
7166,12865,WASHINGTON
7208,12430,DELAWARE
7211,10044,NEW YORK
7212,14504,ONTARIO
7214,13776,OTSEGO
7248,14066,WYOMING
7253,12980,FRANKLIN
7297,12440,ULSTER
7308,14477,ORLEANS
7314,14260,ERIE
7394,13411,CHENANGO
7435,12441,ULSTER
7452,11935,SUFFOLK
7487,117263219,SUFFOLK
7509,11724,SUFFOLK
7510,13339,FULTON
7531,12578,DUTCHESS
7561,11742,SUFFOLK
7573,13736,TIOGA
7610,10522,WESTCHESTER
7629,13668,ST LAWRENCE
7633,10590,WESTCHESTER
7646,14172,NIAGARA
7661,98134,ALBANY
7672,11955,SUFFOLK
7679,11581,NASSAU
7725,11042,NASSAU
7739,119460008,SUFFOLK
7744,144850565,LIVINGSTON
7763,95220,ALBANY
7767,12582,DUTCHESS
7786,13437,OSWEGO
7818,13407,HERKIMER
7908,13807,OTSEGO
7913,12569,DUTCHESS
7914,95425,ALBANY
7915,10152,NEW YORK
7964,13618,JEFFERSON
8008,12527,DUTCHESS
8009,10511,WESTCHESTER
8051,12226,KINGS
8078,140311706,ERIE
8111,12040,RENSSELAER
8117,13118,CAYUGA
8122,49653,ALBANY
8130,14723,CHAUTAUQUA
8148,10984,ROCKLAND
8149,140431846,ERIE
8176,112203815,KINGS
8209,14132,NIAGARA
8236,99320,ALBANY
8259,12502,COLUMBIA
8273,125501786,ORANGE
8311,10914,ORANGE
8320,13354,ONEIDA
8357,14817,TOMPKINS
8365,12188,SARATOGA
8380,10518,WESTCHESTER
8393,13207,ONONDAGA
8402,13329,HERKIMER
8411,143050272,NIAGARA
8445,13626,LEWIS
8457,14105,NIAGARA
8496,13436,HAMILTON
8541,12919,CLINTON
8554,94621,ALBANY
8558,13074,OSWEGO
8571,13117,CAYUGA
8624,14137,ERIE
8628,12917,FRANKLIN
8718,140944834,NIAGARA
8759,13732,TIOGA
8808,12472,ULSTER
8837,117720457,SUFFOLK
8845,95401,ALBANY
8861,13902,BROOME
8866,104641102,BRONX
8883,11745,SUFFOLK
8912,13648,LEWIS
8916,14134,ERIE
8939,12740,SULLIVAN
8946,12185,RENSSELAER
8952,13691,JEFFERSON
8992,10989,ROCKLAND
8995,11718,SUFFOLK
9002,12003,RENSSELAER
9028,14506,MONROE
9041,14772,CATTARAUGUS
9045,129502818,DUTCHESS
9049,93926,ALBANY
9062,95472,ALBANY
9064,12584,ORANGE
9066,94550,ALBANY
9070,14098,ORLEANS
9071,14532,ONTARIO
9075,93638,ALBANY
9081,97471,ALBANY
9089,12776,SULLIVAN
9095,13503,ONEIDA
9109,12514,DUTCHESS
9115,12887,WASHINGTON
9123,12085,ALBANY
9134,97140,ALBANY
9159,98072,ALBANY
9253,14032,ERIE
9285,10553,WESTCHESTER
9293,12058,GREENE
9347,12022,RENSSELAER
9411,95247,ALBANY
9416,12926,FRANKLIN
9430,13342,OTSEGO
9456,17353,ALBANY
9469,13856,DELAWARE
9474,13643,JEFFERSON
9477,13211,ONONDAGA
9504,14619,MONROE
9527,12481,ULSTER
9563,95242,ALBANY
9565,11037,SUFFOLK
9613,13113,CAYUGA
9728,14706,CATTARAUGUS
9753,125382806,DUTCHESS
9762,14507,YATES
9773,12148,SARATOGA
9784,13101,CORTLAND
9799,93440,ALBANY
9809,14009,WYOMING
9863,14536,WYOMING
9875,13313,ONEIDA
9893,12197,OTSEGO
9911,129560286,ESSEX
9922,12183,ALBANY
10007,10579,PUTNAM
10051,11749,SUFFOLK
10065,14571,ORLEANS
10076,12726,SULLIVAN
10129,13646,ST LAWRENCE
10156,12463,GREENE
10164,11721,SUFFOLK
10176,10596,WESTCHESTER
10196,100364005,NEW YORK
10208,132123830,ONONDAGA
10234,10933,ORANGE
10256,14869,SCHUYLER
10267,12996,ESSEX
10268,14028,NIAGARA
10289,14807,STEUBEN
10321,11786,SUFFOLK
10336,14741,CATTARAUGUS
10350,78701,ALBANY
10370,12859,SARATOGA
10397,13754,BROOME
10416,14435,LIVINGSTON
10425,10952,ROCKLAND
10438,95020,ALBANY
10452,13638,JEFFERSON
10473,13092,CAYUGA
10513,95452,ALBANY
10535,10953,ORANGE
10536,12035,SCHOHARIE
10572,13368,LEWIS
10573,13140,CAYUGA
10585,14722,CHAUTAUQUA
10615,12747,SULLIVAN
10633,12473,GREENE
10640,12719,SULLIVAN
10652,14510,LIVINGSTON
10666,14858,STEUBEN
10710,12928,ESSEX
10713,11977,SUFFOLK
10816,12763,SULLIVAN
10837,12192,GREENE
10844,14543,MONROE
10845,13695,ST LAWRENCE
10858,14487,LIVINGSTON
10888,12094,RENSSELAER
10978,13811,TIOGA
11016,11509,NASSAU
11051,93924,ALBANY
11053,10970,ROCKLAND
11084,12922,ST LAWRENCE
11094,14716,CHAUTAUQUA
11113,10168,NEW YORK
11118,13290,ONONDAGA
11167,143052215,NIAGARA
11169,13461,ONEIDA
11182,12732,SULLIVAN
11193,13122,MADISON
11217,13014,ONONDAGA
11249,148409668,STEUBEN
11268,10998,ORANGE
11295,13634,JEFFERSON
11342,13795,BROOME
11347,12764,SULLIVAN
11381,12468,GREENE
11395,13030,MADISON
11401,11024,NASSAU
11403,20175,ALBANY
11407,13406,HERKIMER
11435,10178,NEW YORK
11455,142090039,ERIE
11503,12050,COLUMBIA
11505,13687,ST LAWRENCE
11538,13457,OTSEGO
11606,13408,MADISON
11615,14806,ALLEGANY
11627,10919,ORANGE
11673,11739,SUFFOLK
11694,11962,SUFFOLK
11722,12153,RENSSELAER
11734,12531,DUTCHESS
11742,14069,ERIE
11787,147601699,CATTARAUGUS
11794,13740,DELAWARE
11836,13082,MADISON
11855,12075,COLUMBIA
11861,10540,WESTCHESTER
11876,10110,NEW YORK
11917,13640,JEFFERSON
11921,14851,TOMPKINS
11936,13655,FRANKLIN
11978,13647,ST LAWRENCE
11992,14821,STEUBEN
11994,14505,WAYNE
12016,12930,FRANKLIN
12021,12844,WASHINGTON
12075,11438,QUEENS
12099,14108,NIAGARA
12162,12141,SCHENECTADY
12185,95366,ALBANY
12258,14805,SCHUYLER
12262,13787,BROOME
12282,135014109,ONEIDA
12286,13081,CAYUGA
12380,13459,SCHOHARIE
12387,13431,HERKIMER
12398,13110,ONONDAGA
12441,14602,MONROE
12457,14427,WYOMING
12470,13332,MADISON
12492,12932,ESSEX
12536,119410476,SUFFOLK
12619,12577,ORANGE
12646,13469,ONEIDA
12651,12967,ST LAWRENCE
12686,12190,HAMILTON
12720,12464,ULSTER
12740,13483,ONEIDA
12750,11940,SUFFOLK
12767,10578,WESTCHESTER
12813,75009,ALBANY
12891,87113,ALBANY
12908,06390,SUFFOLK
12915,13343,LEWIS
12996,14711,ALLEGANY
13012,13623,ST LAWRENCE
13042,13651,JEFFERSON
13071,10602,WESTCHESTER
13078,12519,PUTNAM
13109,14885,STEUBEN
13126,62918,ALBANY
13137,10976,ROCKLAND
13160,14095,NIAGARA
13176,12929,CLINTON
13205,13438,ONEIDA
13208,49682,ALBANY
13211,13319,ONEIDA
13221,13068,TOMPKINS
13284,112193999,KINGS
13288,13835,BROOME
13351,12937,FRANKLIN
13419,13456,ONEIDA
13425,20001,ALBANY
13676,95959,ALBANY
13696,10526,WESTCHESTER
13714,10112,NEW YORK
13731,11011,NASSAU
13747,11961,SUFFOLK
13835,112294209,KINGS
13844,94954,ALBANY
13854,95023,ALBANY
13878,100193811,NEW YORK
13887,14548,ONTARIO
13963,14486,LIVINGSTON
14007,148919707,SCHUYLER
14028,12921,CLINTON
14029,13337,OTSEGO
14068,12961,ESSEX
14071,13162,ONEIDA
14083,12945,FRANKLIN
14120,97031,ALBANY
14122,12581,DUTCHESS
14234,10916,ORANGE
14268,111221,KINGS
14307,12556,ORANGE
14392,94922,ALBANY
14417,13656,JEFFERSON
14506,12857,ESSEX
14522,149013110,CHEMUNG
14595,12149,SCHOHARIE
14596,93023,ALBANY
14650,12737,SULLIVAN
14672,97111,ALBANY
14678,13739,DELAWARE
14697,128212103,WASHINGTON
14717,14877,STEUBEN
14751,13678,ST LAWRENCE
14809,92113,ALBANY
14826,12151,SARATOGA
14910,12592,DUTCHESS
14915,12196,RENSSELAER
14925,12193,ALBANY
14940,141319756,NIAGARA
14950,12133,RENSSELAER
14968,12092,SCHOHARIE
15016,10158,NEW YORK
15026,13116,ONONDAGA
15051,13731,DELAWARE
15059,117275170,SUFFOLK
15194,14740,CHAUTAUQUA
15230,95451,ALBANY
15307,14143,GENESEE
15327,112252601,KINGS
15445,12836,WARREN
15488,12140,RENSSELAER
15561,14545,LIVINGSTON
15664,13679,JEFFERSON
15713,12517,COLUMBIA
15750,78635,ALBANY
15773,14838,CHEMUNG
15804,143041732,NIAGARA
15872,120783927,FULTON
15873,12779,SULLIVAN
15922,12568,ULSTER
15961,12451,GREENE
15976,14745,ALLEGANY
16012,13153,ONONDAGA
16013,14777,ALLEGANY
16074,13660,ST LAWRENCE
16140,100133761,NEW YORK
16168,11591,NASSAU
16216,121802436,RENSSELAER
16236,12155,OTSEGO
16244,14893,SCHUYLER
16285,11005,QUEENS
16305,10119,NEW YORK
16488,10162,NEW YORK
16498,12838,WASHINGTON
16540,13333,OTSEGO
16555,13681,ST LAWRENCE
16633,11960,SUFFOLK
16642,12812,HAMILTON
16676,12878,WARREN
16775,14038,ERIE
16788,12850,SARATOGA
16837,14867,TOMPKINS
16914,13654,ST LAWRENCE
16953,13748,BROOME
17034,14560,LIVINGSTON
17123,12950,ESSEX
17136,11975,SUFFOLK
17145,13144,OSWEGO
17160,12766,SULLIVAN
17173,11352,QUEENS
17220,132122704,ONONDAGA
17239,14709,ALLEGANY
17271,95962,ALBANY
17326,124771235,ULSTER
17354,117971204,NASSAU
17356,13115,OSWEGO
17381,14887,SCHUYLER
17472,14466,LIVINGSTON
17476,11500,NASSAU
17586,12874,WARREN
17589,12985,CLINTON
17626,93420,ALBANY
17630,92029,ALBANY
17639,93960,ALBANY
17690,14476,ORLEANS
17732,125465238,DUTCHESS
17744,10904,ORANGE
17770,12156,RENSSELAER
17792,13690,ST LAWRENCE
17821,10975,ORANGE
17849,11022,NASSAU
17987,13328,ONEIDA
17997,12734,SULLIVAN
17999,13061,MADISON
18031,14517,LIVINGSTON
18074,94804,ALBANY
18112,13658,ST LAWRENCE
18117,95441,ALBANY
18141,120653100,SARATOGA
18173,10921,ORANGE
18189,12165,COLUMBIA
18214,12933,CLINTON
18284,12992,CLINTON
18318,13473,LEWIS
18460,954762812,ALBANY
18492,14037,WYOMING
18559,93441,ALBANY
18573,97371,ALBANY
18615,925928022,ALBANY
18632,14781,CHAUTAUQUA
18687,10537,PUTNAM
18712,12409,ULSTER
18720,954928241,ALBANY
18732,93401,ALBANY
18758,12436,GREENE
18770,13650,JEFFERSON
18814,22554,ALBANY
18842,956678418,ALBANY
18869,136622705,ST LAWRENCE
18876,99345,ALBANY
18889,12729,ORANGE
18934,12029,COLUMBIA
18935,13158,CORTLAND
18957,13608,JEFFERSON
19014,95709,ALBANY
19026,12873,WASHINGTON
19031,97114,ALBANY
19041,974719067,ALBANY
19044,14550,MONROE
19105,971327373,ALBANY
19122,93405,ALBANY
19123,13484,MADISON
19200,13670,ST LAWRENCE
19207,954469538,ALBANY
19214,12062,RENSSELAER
19312,95003,ALBANY
19315,14902,CHEMUNG
19316,14874,STEUBEN
19320,95470,ALBANY
19321,93447,ALBANY
19339,12345,SCHENECTADY
19340,14516,WAYNE
19384,13613,ST LAWRENCE
19452,13312,LEWIS
19469,97116,ALBANY
19497,14735,ALLEGANY
19500,12222,ALBANY
19501,93451,ALBANY
19521,13327,LEWIS
19544,14872,CHEMUNG
19560,95492,ALBANY
19562,13324,HERKIMER
19586,13364,MADISON
19614,954030108,ALBANY
19623,14894,CHEMUNG
19642,92591,ALBANY
19799,14008,NIAGARA
19816,14030,ERIE
19847,14842,YATES
19862,12076,SCHOHARIE
19873,95684,ALBANY
19966,10915,ORANGE
20038,945159647,ALBANY
20040,954419638,ALBANY
20092,13813,BROOME
20138,95457,ALBANY
20141,97040,ALBANY
20166,10166,NEW YORK
20202,13325,LEWIS
20218,954763252,ALBANY
20239,12432,ULSTER
20279,12750,SULLIVAN
20313,13301,ONEIDA
20334,945089778,ALBANY
20337,98635,ALBANY
20419,12513,COLUMBIA
20456,94607,ALBANY
20473,14138,CATTARAUGUS
20478,13334,MADISON
20511,95669,ALBANY
20517,27017,ALBANY
20520,13909,ONONDAGA
20672,14739,ALLEGANY
20725,945589436,ALBANY
20776,12969,FRANKLIN
20843,12147,ALBANY
20946,12504,ALBANY
20961,94562,ALBANY
20987,94513,ALBANY
21008,125420372,ULSTER
21030,945749773,ALBANY
21083,12819,WASHINGTON
21176,956674906,ALBANY
21205,94573,ALBANY
21206,97501,ALBANY
21224,92592,ALBANY
21255,14082,WYOMING
21264,13661,OSWEGO
21296,930011549,ALBANY
21298,288038900,ALBANY
21342,79401,ALBANY
21358,13335,OTSEGO
21398,971147201,ALBANY
21406,12962,CLINTON
21411,993626279,ALBANY
21414,993621583,ALBANY
21449,993209589,ALBANY
21471,12824,WARREN
21508,88030,ALBANY
21516,94501,ALBANY
21525,100114202,NEW YORK
21535,95946,ALBANY
21552,94576,ALBANY
21565,98292,ALBANY
21607,971198042,ALBANY
21640,87582,ALBANY
21683,10170,NEW YORK
21754,95442,ALBANY
21766,12152,ONONDAGA
21770,13479,ONEIDA
21771,12036,SCHOHARIE
21813,12425,ULSTER
21836,12161,ALBANY
21878,14736,CHAUTAUQUA
21879,950339588,ALBANY
21911,973389315,ALBANY
21953,13034,CAYUGA
21969,12957,FRANKLIN
22046,93454,ALBANY
22113,210829541,ALBANY
22131,14101,CATTARAUGUS
22141,12960,ESSEX
22192,11956,SUFFOLK
22265,954722137,ALBANY
22267,12786,SULLIVAN
22297,945741704,ALBANY
22314,12139,HAMILTON
22329,14824,SCHUYLER
22382,12791,SULLIVAN
22446,11129,KINGS
22584,49079,ALBANY
22627,945741551,ALBANY
22633,100122423,NEW YORK
22646,78624,ALBANY
22702,99360,ALBANY
22717,954769795,ALBANY
22725,97113,ALBANY
22733,13620,LEWIS
22773,78671,ALBANY
22783,99352,ALBANY
22790,14563,WAYNE
22837,14539,LIVINGSTON
22853,14812,CHEMUNG
22897,93103,ALBANY
22916,22727,ALBANY
22925,973049779,ALBANY
22953,134171543,ONEIDA
23021,22932,ALBANY
23082,13123,ONEIDA
23085,94928,ALBANY
23099,945874,ALBANY
23113,14775,CHAUTAUQUA
23125,14809,STEUBEN
23212,10171,NEW YORK
23378,975239721,ALBANY
23382,14429,ORLEANS
23437,97128,ALBANY
23573,10597,WESTCHESTER
23581,14825,CHEMUNG
23607,98070,ALBANY
23623,13111,CAYUGA
23682,97370,ALBANY
23778,10527,WESTCHESTER
23829,945730450,ALBANY
23849,971155003,ALBANY
23862,954762804,ALBANY
23903,14062,CHAUTAUQUA
24052,954048570,ALBANY
24103,14422,GENESEE
24156,13494,ONEIDA
24158,12808,WARREN
24177,130691565,OSWEGO
24293,99350,ALBANY
24305,14879,STEUBEN
24340,954488346,ALBANY
24374,945159624,ALBANY
24375,971326566,ALBANY
24455,97862,ALBANY
24461,93927,ALBANY
24464,954710603,ALBANY
24513,12121,RENSSELAER
24561,14769,CHAUTAUQUA
24689,95251,ALBANY
24751,12057,WASHINGTON
24757,954489193,ALBANY
24792,23405,ALBANY
24817,98520,ALBANY
24839,971150399,ALBANY
24847,13809,CHENANGO
24862,231858063,ALBANY
24879,13322,ONEIDA
24890,940704112,ALBANY
24979,13072,MADISON
25086,12503,COLUMBIA
25090,14804,ALLEGANY
25092,945159669,ALBANY
25102,954489714,ALBANY
25166,93648,ALBANY
25180,694,QUEENS
25199,13314,ONEIDA
25269,20144,ALBANY
